"item","age","produces"
"dont",29,0.69697
"dont",30,0.719595
"donut",16,0.0271399
"donut",17,0.0474453
"donut",18,0.101996
"donut",19,0.119048
"donut",20,0.144404
"donut",21,0.178744
"donut",22,0.261307
"donut",23,0.361217
"donut",24,0.372973
"donut",25,0.471947
"donut",26,0.529412
"donut",27,0.541237
"donut",28,0.683417
"donut",29,0.621212
"donut",30,0.716216
"door",16,0.228601
"door",17,0.270073
"door",18,0.394678
"door",19,0.479167
"door",20,0.519856
"door",21,0.57971
"door",22,0.708543
"door",23,0.756654
"door",24,0.787234
"door",25,0.847403
"door",26,0.865497
"door",27,0.923077
"door",28,0.948492
"door",29,0.914141
"door",30,0.962838
"down",16,0.291232
"down",17,0.361314
"down",18,0.467849
"down",19,0.540059
"down",20,0.52518
"down",21,0.560386
"down",22,0.703518
"down",23,0.737643
"down",24,0.75
"down",25,0.809836
"down",26,0.853801
"down",27,0.794872
"down",28,0.928392
"down",29,0.868687
"down",30,0.932432
"downtown",16,0.00208768
"downtown",17,0
"downtown",18,0.00443459
"downtown",19,0.0208333
"downtown",20,0.032491
"downtown",21,0.0241546
"downtown",22,0.0452261
"downtown",23,0.0988593
"downtown",24,0.076087
"downtown",25,0.145215
"downtown",26,0.152047
"downtown",27,0.226804
"downtown",28,0.232412
"downtown",29,0.287879
"downtown",30,0.266892
"draw",16,0.0208768
"draw",17,0.0328467
"draw",18,0.0842572
"draw",19,0.160714
"draw",20,0.140794
"draw",21,0.256039
"draw",22,0.321608
"draw",23,0.368821
"draw",24,0.459075
"draw",25,0.532895
"draw",26,0.567251
"draw",27,0.589744
"draw",28,0.758794
"draw",29,0.686869
"draw",30,0.834459
"drawer",16,0.019833
"drawer",17,0.0182482
"drawer",18,0.0532151
"drawer",19,0.0892857
"drawer",20,0.0866426
"drawer",21,0.149758
"drawer",22,0.180905
"drawer",23,0.243346
"drawer",24,0.332143
"drawer",25,0.348684
"drawer",26,0.48538
"drawer",27,0.507692
"drawer",28,0.639447
"drawer",29,0.580808
"drawer",30,0.668919
"dress",16,0.0469729
"dress",17,0.0547445
"dress",18,0.10643
"dress",19,0.175595
"dress",20,0.205776
"dress",21,0.251208
"dress",22,0.356784
"dress",23,0.406844
"dress",24,0.483871
"dress",25,0.490132
"dress",26,0.619883
"dress",27,0.574359
"dress",28,0.736181
"dress",29,0.661616
"dress",30,0.804054
"drink.action",16,0.153445
"drink.action",17,0.175182
"drink.action",18,0.32816
"drink.action",19,0.41369
"drink.action",20,0.440433
"drink.action",21,0.507246
"drink.action",22,0.658291
"drink.action",23,0.69962
"drink.action",24,0.76773
"drink.action",25,0.786184
"drink.action",26,0.842105
"drink.action",27,0.810256
"drink.action",28,0.924623
"drink.action",29,0.853535
"drink.action",30,0.932432
"drink.beverage",16,0.179541
"drink.beverage",17,0.211679
"drink.beverage",18,0.332594
"drink.beverage",19,0.41369
"drink.beverage",20,0.458484
"drink.beverage",21,0.555556
"drink.beverage",22,0.653266
"drink.beverage",23,0.714829
"drink.beverage",24,0.728086
"drink.beverage",25,0.747541
"drink.beverage",26,0.818713
"drink.beverage",27,0.810256
"drink.beverage",28,0.917085
"drink.beverage",29,0.863636
"drink.beverage",30,0.939189
"drive",16,0.0208768
"drive",17,0.0328467
"drive",18,0.0886918
"drive",19,0.145833
"drive",20,0.158845
"drive",21,0.231884
"drive",22,0.341709
"drive",23,0.444867
"drive",24,0.493783
"drive",25,0.570492
"drive",26,0.619883
"drive",27,0.65641
"drive",28,0.815327
"drive",29,0.747475
"drive",30,0.85473
"drop",16,0.0146138
"drop",17,0.0328467
"drop",18,0.075388
"drop",19,0.116071
"drop",20,0.133574
"drop",21,0.149758
"drop",22,0.316583
"drop",23,0.368821
"drop",24,0.426025
"drop",25,0.444079
"drop",26,0.602339
"drop",27,0.546392
"drop",28,0.75
"drop",29,0.661616
"drop",30,0.817568
"dry.action",16,0.0135699
"dry.action",17,0.0255474
"dry.action",18,0.0509978
"dry.action",19,0.0982143
"dry.action",20,0.137184
"dry.action",21,0.15942
"dry.action",22,0.251256
"dry.action",23,0.296578
"dry.action",24,0.363309
"dry.action",25,0.476974
"dry.action",26,0.502924
"dry.action",27,0.523077
"dry.action",28,0.731156
"dry.action",29,0.646465
"dry.action",30,0.763514
"dry.description",16,0.0240084
"dry.description",17,0.0291971
"dry.description",18,0.0776053
"dry.description",19,0.107143
"dry.description",20,0.144404
"dry.description",21,0.183575
"dry.description",22,0.286432
"dry.description",23,0.342205
"dry.description",24,0.393885
"dry.description",25,0.488449
"dry.description",26,0.51462
"dry.description",27,0.530928
"dry.description",28,0.755025
"dry.description",29,0.661616
"dry.description",30,0.804054
"dryer",16,0.00730689
"dryer",17,0.0145985
"dryer",18,0.0509978
"dryer",19,0.0982143
"dryer",20,0.0685921
"dryer",21,0.101449
"dryer",22,0.165829
"dryer",23,0.235741
"dryer",24,0.271914
"dryer",25,0.332237
"dryer",26,0.421053
"dryer",27,0.417526
"dryer",28,0.611809
"dryer",29,0.520202
"dryer",30,0.665541
"duck",16,0.481211
"duck",17,0.514599
"duck",18,0.609756
"duck",19,0.673591
"duck",20,0.71223
"duck",21,0.661836
"duck",22,0.81407
"duck",23,0.851711
"duck",24,0.87766
"duck",25,0.882736
"duck",26,0.947368
"duck",27,0.933333
"duck",28,0.979899
"duck",29,0.914141
"duck",30,0.969595
"dump",16,0.00626305
"dump",17,0.0145985
"dump",18,0.0310421
"dump",19,0.0565476
"dump",20,0.0902527
"dump",21,0.0628019
"dump",22,0.130653
"dump",23,0.231939
"dump",24,0.22604
"dump",25,0.263158
"dump",26,0.28655
"dump",27,0.35567
"dump",28,0.453518
"dump",29,0.449495
"dump",30,0.527027
"each",16,0.00208768
"each",17,0
"each",18,0.00221729
"each",19,0.0119048
"each",20,0.0144404
"each",21,0.0241546
"each",22,0.0301508
"each",23,0.0380228
"each",24,0.0344203
"each",25,0.0927152
"each",26,0.111111
"each",27,0.128866
"each",28,0.145729
"each",29,0.186869
"each",30,0.222973
"ear",16,0.308977
"ear",17,0.452555
"ear",18,0.587583
"ear",19,0.699405
"ear",20,0.701439
"ear",21,0.73913
"ear",22,0.839196
"ear",23,0.923954
"ear",24,0.866785
"ear",25,0.896104
"ear",26,0.923977
"ear",27,0.948718
"ear",28,0.968593
"ear",29,0.949495
"ear",30,0.972973
"eat",16,0.165971
"eat",17,0.240876
"eat",18,0.430155
"eat",19,0.502976
"eat",20,0.512635
"eat",21,0.63285
"eat",22,0.698492
"eat",23,0.806084
"eat",24,0.815929
"eat",25,0.872549
"eat",26,0.912281
"eat",27,0.912821
"eat",28,0.95603
"eat",29,0.924242
"eat",30,0.962838
"egg",16,0.114823
"egg",17,0.156934
"egg",18,0.261641
"egg",19,0.347181
"egg",20,0.415162
"egg",21,0.483092
"egg",22,0.572864
"egg",23,0.634981
"egg",24,0.677876
"egg",25,0.746753
"egg",26,0.795322
"egg",27,0.789744
"egg",28,0.907035
"egg",29,0.833333
"egg",30,0.922297
"elephant",16,0.0803758
"elephant",17,0.105839
"elephant",18,0.226164
"elephant",19,0.3125
"elephant",20,0.316547
"elephant",21,0.376812
"elephant",22,0.522613
"elephant",23,0.604563
"elephant",24,0.674956
"elephant",25,0.684039
"elephant",26,0.789474
"elephant",27,0.784615
"elephant",28,0.909548
"elephant",29,0.833333
"elephant",30,0.945946
"empty",16,0.0344468
"empty",17,0.0218978
"empty",18,0.0997783
"empty",19,0.133929
"empty",20,0.162455
"empty",21,0.207729
"empty",22,0.261307
"empty",23,0.34981
"empty",24,0.387387
"empty",25,0.453947
"empty",26,0.502924
"empty",27,0.520619
"empty",28,0.680905
"empty",29,0.585859
"empty",30,0.746622
"every",16,0.00208768
"every",17,0.00364964
"every",18,0.00886918
"every",19,0.00297619
"every",20,0.0144404
"every",21,0.0193237
"every",22,0.0351759
"every",23,0.102662
"every",24,0.0871143
"every",25,0.145215
"every",26,0.175439
"every",27,0.195876
"every",28,0.263819
"every",29,0.30303
"every",30,0.35473
"eye",16,0.431106
"eye",17,0.474453
"eye",18,0.669623
"eye",19,0.732938
"eye",20,0.740072
"eye",21,0.7343
"eye",22,0.829146
"eye",23,0.901141
"eye",24,0.915044
"eye",25,0.922078
"eye",26,0.953216
"eye",27,0.94359
"eye",28,0.987437
"eye",29,0.959596
"eye",30,0.97973
"face",16,0.0521921
"face",17,0.0620438
"face",18,0.159645
"face",19,0.258929
"face",20,0.238267
"face",21,0.323671
"face",22,0.442211
"face",23,0.51711
"face",24,0.596085
"face",25,0.619672
"face",26,0.77193
"face",27,0.726804
"face",28,0.860553
"face",29,0.792929
"face",30,0.881757
"fall",16,0.0448852
"fall",17,0.0656934
"fall",18,0.144124
"fall",19,0.238095
"fall",20,0.249097
"fall",21,0.323671
"fall",22,0.472362
"fall",23,0.570342
"fall",24,0.610619
"fall",25,0.70915
"fall",26,0.80117
"fall",27,0.748718
"fall",28,0.895729
"fall",29,0.80303
"fall",30,0.929054
"farm",16,0.00939457
"farm",17,0.00729927
"farm",18,0.037694
"farm",19,0.0863095
"farm",20,0.111511
"farm",21,0.115942
"farm",22,0.201005
"farm",23,0.26616
"farm",24,0.284946
"farm",25,0.349673
"farm",26,0.391813
"farm",27,0.471795
"farm",28,0.574121
"farm",29,0.494949
"farm",30,0.64527
"fast",16,0.0177453
"fast",17,0.0364964
"fast",18,0.0487805
"fast",19,0.113095
"fast",20,0.151625
"fast",21,0.183575
"fast",22,0.306533
"fast",23,0.365019
"fast",24,0.41533
"fast",25,0.5
"fast",26,0.584795
"fast",27,0.592784
"fast",28,0.75
"fast",29,0.666667
"fast",30,0.827703
"feed",16,0.0104384
"feed",17,0.0218978
"feed",18,0.0487805
"feed",19,0.107143
"feed",20,0.122744
"feed",21,0.115942
"feed",22,0.221106
"feed",23,0.315589
"feed",24,0.330341
"feed",25,0.434211
"feed",26,0.51462
"feed",27,0.541237
"feed",28,0.698492
"feed",29,0.621212
"feed",30,0.753378
"find",16,0.0114823
"find",17,0.0182482
"find",18,0.0709534
"find",19,0.110119
"find",20,0.148014
"find",21,0.173913
"find",22,0.316583
"find",23,0.380228
"find",24,0.42984
"find",25,0.518033
"find",26,0.584795
"find",27,0.608247
"find",28,0.788945
"find",29,0.681818
"find",30,0.824324
"fine",16,0.00521921
"fine",17,0.00729927
"fine",18,0.00886918
"fine",19,0.0297619
"fine",20,0.0469314
"fine",21,0.0434783
"fine",22,0.0904523
"fine",23,0.129278
"fine",24,0.167266
"fine",25,0.220395
"fine",26,0.298246
"fine",27,0.28866
"fine",28,0.399497
"fine",29,0.328283
"fine",30,0.503378
"finger",16,0.0668058
"finger",17,0.186131
"finger",18,0.277162
"finger",19,0.380952
"finger",20,0.433213
"finger",21,0.507246
"finger",22,0.59799
"finger",23,0.718631
"finger",24,0.737589
"finger",25,0.759868
"finger",26,0.830409
"finger",27,0.841026
"finger",28,0.908291
"finger",29,0.883838
"finger",30,0.959459
"finish",16,0.0135699
"finish",17,0.0255474
"finish",18,0.0509978
"finish",19,0.0744048
"finish",20,0.0830325
"finish",21,0.0676329
"finish",22,0.170854
"finish",23,0.224335
"finish",24,0.257549
"finish",25,0.347403
"finish",26,0.391813
"finish",27,0.407216
"finish",28,0.595477
"finish",29,0.560606
"finish",30,0.628378
"fireman",16,0.00417537
"fireman",17,0.00729927
"fireman",18,0.0354767
"fireman",19,0.0327381
"fireman",20,0.0613718
"fireman",21,0.0772947
"fireman",22,0.150754
"fireman",23,0.21673
"fireman",24,0.262118
"fireman",25,0.305921
"fireman",26,0.432749
"fireman",27,0.474227
"fireman",28,0.595477
"fireman",29,0.550505
"fireman",30,0.699324
"firetruck",16,0.045929
"firetruck",17,0.0328467
"firetruck",18,0.133038
"firetruck",19,0.196429
"firetruck",20,0.220217
"firetruck",21,0.294686
"firetruck",22,0.427136
"firetruck",23,0.467681
"firetruck",24,0.557348
"firetruck",25,0.637255
"firetruck",26,0.614035
"firetruck",27,0.65641
"firetruck",28,0.832915
"firetruck",29,0.767677
"firetruck",30,0.881757
"first",16,0.00521921
"first",17,0.00364964
"first",18,0.0199557
"first",19,0.0386905
"first",20,0.0469314
"first",21,0.0772947
"first",22,0.150754
"first",23,0.193916
"first",24,0.220615
"first",25,0.305921
"first",26,0.385965
"first",27,0.410256
"first",28,0.565327
"first",29,0.520202
"first",30,0.662162
"fish.animal",16,0.299582
"fish.animal",17,0.350365
"fish.animal",18,0.538803
"fish.animal",19,0.593472
"fish.animal",20,0.597122
"fish.animal",21,0.642512
"fish.animal",22,0.763819
"fish.animal",23,0.825095
"fish.animal",24,0.83659
"fish.animal",25,0.889251
"fish.animal",26,0.900585
"fish.animal",27,0.897436
"fish.animal",28,0.971106
"fish.animal",29,0.939394
"fish.animal",30,0.966216
"fish.food",16,0.149269
"fish.food",17,0.189781
"fish.food",18,0.314856
"fish.food",19,0.392857
"fish.food",20,0.42446
"fish.food",21,0.454106
"fish.food",22,0.562814
"fish.food",23,0.608365
"fish.food",24,0.653641
"fish.food",25,0.687296
"fish.food",26,0.764706
"fish.food",27,0.738462
"fish.food",28,0.874372
"fish.food",29,0.808081
"fish.food",30,0.888514
"fit",16,0.00313152
"fit",17,0
"fit",18,0.0310421
"fit",19,0.0416667
"fit",20,0.0541516
"fit",21,0.057971
"fit",22,0.125628
"fit",23,0.186312
"fit",24,0.222022
"fit",25,0.296053
"fit",26,0.374269
"fit",27,0.371134
"fit",28,0.536432
"fit",29,0.510101
"fit",30,0.597973
"fix",16,0.0125261
"fix",17,0.0218978
"fix",18,0.0886918
"fix",19,0.130952
"fix",20,0.180505
"fix",21,0.202899
"fix",22,0.331658
"fix",23,0.437262
"fix",24,0.480496
"fix",25,0.569079
"fix",26,0.660819
"fix",27,0.664948
"fix",28,0.834171
"fix",29,0.707071
"fix",30,0.847973
"flag",16,0.0250522
"flag",17,0.0437956
"flag",18,0.0997783
"flag",19,0.154762
"flag",20,0.137184
"flag",21,0.217391
"flag",22,0.266332
"flag",23,0.307985
"flag",24,0.393502
"flag",25,0.493421
"flag",26,0.54386
"flag",27,0.469072
"flag",28,0.711055
"flag",29,0.580808
"flag",30,0.756757
"flower",16,0.202505
"flower",17,0.229927
"flower",18,0.407982
"flower",19,0.502976
"flower",20,0.501805
"flower",21,0.516908
"flower",22,0.658291
"flower",23,0.745247
"flower",24,0.754885
"flower",25,0.829508
"flower",26,0.859649
"flower",27,0.882051
"flower",28,0.942211
"flower",29,0.883838
"flower",30,0.966216
"food",16,0.0678497
"food",17,0.135036
"food",18,0.215078
"food",19,0.28869
"food",20,0.306859
"food",21,0.36715
"food",22,0.482412
"food",23,0.555133
"food",24,0.58363
"food",25,0.621711
"food",26,0.695906
"food",27,0.701031
"food",28,0.834171
"food",29,0.833333
"food",30,0.881757
"foot",16,0.140919
"foot",17,0.149635
"foot",18,0.396896
"foot",19,0.440476
"foot",20,0.456835
"foot",21,0.478261
"foot",22,0.628141
"foot",23,0.718631
"foot",24,0.760638
"foot",25,0.852459
"foot",26,0.871345
"foot",27,0.907692
"foot",28,0.952261
"foot",29,0.90404
"foot",30,0.969595
"for",16,0.00417537
"for",17,0
"for",18,0.0177384
"for",19,0.0327381
"for",20,0.032491
"for",21,0.0483092
"for",22,0.120603
"for",23,0.163498
"for",24,0.177215
"for",25,0.257426
"for",26,0.339181
"for",27,0.391753
"for",28,0.54397
"for",29,0.494949
"for",30,0.635135
"fork",16,0.0730689
"fork",17,0.145985
"fork",18,0.268293
"fork",19,0.357143
"fork",20,0.407942
"fork",21,0.463768
"fork",22,0.638191
"fork",23,0.684411
"fork",24,0.706195
"fork",25,0.757377
"fork",26,0.807018
"fork",27,0.887179
"fork",28,0.918342
"fork",29,0.813131
"fork",30,0.929054
"french_fries",16,0.0709812
"french_fries",17,0.105839
"french_fries",18,0.221729
"french_fries",19,0.333333
"french_fries",20,0.327338
"french_fries",21,0.391304
"french_fries",22,0.497487
"french_fries",23,0.56654
"french_fries",24,0.619643
"french_fries",25,0.70915
"french_fries",26,0.805882
"french_fries",27,0.784615
"french_fries",28,0.896985
"french_fries",29,0.808081
"french_fries",30,0.912162
"friend",16,0.0187891
"friend",17,0.0182482
"friend",18,0.0643016
"friend",19,0.0860534
"friend",20,0.129964
"friend",21,0.135266
"friend",22,0.256281
"friend",23,0.30038
"friend",24,0.348837
"friend",25,0.384868
"friend",26,0.479532
"friend",27,0.497436
"friend",28,0.682161
"friend",29,0.636364
"friend",30,0.780405
"frog",16,0.106472
"frog",17,0.142336
"frog",18,0.272727
"frog",19,0.380952
"frog",20,0.407942
"frog",21,0.42029
"frog",22,0.572864
"frog",23,0.61597
"frog",24,0.710197
"frog",25,0.743421
"frog",26,0.777778
"frog",27,0.769231
"frog",28,0.914573
"frog",29,0.823232
"frog",30,0.942568
"full",16,0.00626305
"full",17,0.0218978
"full",18,0.0532151
"full",19,0.0833333
"full",20,0.104693
"full",21,0.101449
"full",22,0.20603
"full",23,0.254753
"full",24,0.343525
"full",25,0.369637
"full",26,0.502924
"full",27,0.523077
"full",28,0.667085
"full",29,0.606061
"full",30,0.753378
"game",16,0.00939457
"game",17,0.0328467
"game",18,0.059867
"game",19,0.122024
"game",20,0.119134
"game",21,0.183575
"game",22,0.296482
"game",23,0.296578
"game",24,0.414286
"game",25,0.434211
"game",26,0.461988
"game",27,0.582474
"game",28,0.736181
"game",29,0.681818
"game",30,0.820946
"garage",16,0.0135699
"garage",17,0.0145985
"garage",18,0.0465632
"garage",19,0.107143
"garage",20,0.119134
"garage",21,0.173913
"garage",22,0.261307
"garage",23,0.285171
"garage",24,0.386691
"garage",25,0.442244
"garage",26,0.511765
"garage",27,0.548718
"garage",28,0.701005
"garage",29,0.60101
"garage",30,0.733108
"garbage",16,0.0313152
"garbage",17,0.0693431
"garbage",18,0.104213
"garbage",19,0.178571
"garbage",20,0.223827
"garbage",21,0.227053
"garbage",22,0.281407
"garbage",23,0.403042
"garbage",24,0.39646
"garbage",25,0.462295
"garbage",26,0.538012
"garbage",27,0.589744
"garbage",28,0.664573
"garbage",29,0.606061
"garbage",30,0.706081
"garden",16,0.00626305
"garden",17,0.00364964
"garden",18,0.0465632
"garden",19,0.0714286
"garden",20,0.0649819
"garden",21,0.0966184
"garden",22,0.170854
"garden",23,0.197719
"garden",24,0.232852
"garden",25,0.289474
"garden",26,0.356725
"garden",27,0.386598
"garden",28,0.530151
"garden",29,0.474747
"garden",30,0.577703
"gas_station",16,0.00417537
"gas_station",17,0.00364964
"gas_station",18,0.0266075
"gas_station",19,0.0357143
"gas_station",20,0.0505415
"gas_station",21,0.0628019
"gas_station",22,0.140704
"gas_station",23,0.155894
"gas_station",24,0.205405
"gas_station",25,0.259868
"gas_station",26,0.352941
"gas_station",27,0.376289
"gas_station",28,0.556533
"gas_station",29,0.560606
"gas_station",30,0.641892
"gentle",16,0.0448852
"gentle",17,0.0656934
"gentle",18,0.108647
"gentle",19,0.110119
"gentle",20,0.126354
"gentle",21,0.135266
"gentle",22,0.226131
"gentle",23,0.292776
"gentle",24,0.332737
"gentle",25,0.406557
"gentle",26,0.385965
"gentle",27,0.394872
"gentle",28,0.54397
"gentle",29,0.484848
"gentle",30,0.614865
"get",16,0.059499
"get",17,0.0729927
"get",18,0.170732
"get",19,0.220238
"get",20,0.220217
"get",21,0.294686
"get",22,0.442211
"get",23,0.51711
"get",24,0.548043
"get",25,0.618421
"get",26,0.71345
"get",27,0.690722
"get",28,0.869347
"get",29,0.792929
"get",30,0.844595
"giraffe",16,0.0730689
"giraffe",17,0.0948905
"giraffe",18,0.170732
"giraffe",19,0.223214
"giraffe",20,0.269784
"giraffe",21,0.280193
"giraffe",22,0.386935
"giraffe",23,0.471483
"giraffe",24,0.580357
"giraffe",25,0.544262
"giraffe",26,0.625731
"giraffe",27,0.651282
"giraffe",28,0.832915
"giraffe",29,0.70202
"giraffe",30,0.837838
"girl",16,0.065762
"girl",17,0.0875912
"girl",18,0.195122
"girl",19,0.299703
"girl",20,0.303249
"girl",21,0.347826
"girl",22,0.452261
"girl",23,0.509506
"girl",24,0.533929
"girl",25,0.593443
"girl",26,0.654971
"girl",27,0.675258
"girl",28,0.819095
"girl",29,0.752525
"girl",30,0.864865
"give",16,0.0250522
"give",17,0.0328467
"give",18,0.0554324
"give",19,0.122024
"give",20,0.140794
"give",21,0.169082
"give",22,0.286432
"give",23,0.346008
"give",24,0.421708
"give",25,0.486842
"give",26,0.614035
"give",27,0.582474
"give",28,0.780151
"give",29,0.712121
"give",30,0.790541
"give_me_five",16,0.0668058
"give_me_five",17,0.109489
"give_me_five",18,0.18847
"give_me_five",19,0.278932
"give_me_five",20,0.303249
"give_me_five",21,0.26087
"give_me_five",22,0.371859
"give_me_five",23,0.372624
"give_me_five",24,0.48135
"give_me_five",25,0.563934
"give_me_five",26,0.582353
"give_me_five",27,0.592784
"give_me_five",28,0.703518
"give_me_five",29,0.676768
"give_me_five",30,0.716216
"glass",16,0.0250522
"glass",17,0.0364964
"glass",18,0.10643
"glass",19,0.16369
"glass",20,0.176895
"glass",21,0.222222
"glass",22,0.326633
"glass",23,0.368821
"glass",24,0.469751
"glass",25,0.513158
"glass",26,0.631579
"glass",27,0.594872
"glass",28,0.752513
"glass",29,0.646465
"glass",30,0.790541
"glasses",16,0.0939457
"glasses",17,0.109489
"glasses",18,0.223947
"glasses",19,0.300595
"glasses",20,0.292419
"glasses",21,0.36715
"glasses",22,0.462312
"glasses",23,0.536122
"glasses",24,0.603203
"glasses",25,0.665574
"glasses",26,0.701754
"glasses",27,0.723077
"glasses",28,0.870603
"glasses",29,0.782828
"glasses",30,0.841216
"gloves",16,0.0135699
"gloves",17,0.0364964
"gloves",18,0.0643016
"gloves",19,0.0952381
"gloves",20,0.133574
"gloves",21,0.135266
"gloves",22,0.251256
"gloves",23,0.304183
"gloves",24,0.362345
"gloves",25,0.418301
"gloves",26,0.461988
"gloves",27,0.479381
"gloves",28,0.619347
"gloves",29,0.555556
"gloves",30,0.662162
"glue",16,0.00417537
"glue",17,0.00364964
"glue",18,0.0288248
"glue",19,0.047619
"glue",20,0.0541516
"glue",21,0.0628019
"glue",22,0.105528
"glue",23,0.121673
"glue",24,0.194245
"glue",25,0.242623
"glue",26,0.304094
"glue",27,0.386598
"glue",28,0.507538
"glue",29,0.449495
"glue",30,0.594595
"go",16,0.24739
"go",17,0.335766
"go",18,0.454545
"go",19,0.560831
"go",20,0.588448
"go",21,0.657005
"go",22,0.718593
"go",23,0.806084
"go",24,0.826241
"go",25,0.863192
"go",26,0.877193
"go",27,0.871795
"go",28,0.949749
"go",29,0.934343
"go",30,0.962838
"go_potty",16,0.0626305
"go_potty",17,0.127737
"go_potty",18,0.219512
"go_potty",19,0.315476
"go_potty",20,0.32852
"go_potty",21,0.410628
"go_potty",22,0.512563
"go_potty",23,0.585551
"go_potty",24,0.676157
"go_potty",25,0.718033
"go_potty",26,0.80117
"go_potty",27,0.825641
"go_potty",28,0.89196
"go_potty",29,0.833333
"go_potty",30,0.939189
"gonna",16,0.00939457
"gonna",17,0.0182482
"gonna",18,0.037694
"gonna",19,0.074184
"gonna",20,0.0794224
"gonna",21,0.0917874
"gonna",22,0.170854
"gonna",23,0.247148
"gonna",24,0.293073
"gonna",25,0.308197
"gonna",26,0.45614
"gonna",27,0.453608
"gonna",28,0.624372
"gonna",29,0.575758
"gonna",30,0.689189
"gonna_get_you",16,0.0751566
"gonna_get_you",17,0.124088
"gonna_get_you",18,0.170732
"gonna_get_you",19,0.232143
"gonna_get_you",20,0.231047
"gonna_get_you",21,0.251208
"gonna_get_you",22,0.331658
"gonna_get_you",23,0.463878
"gonna_get_you",24,0.50991
"gonna_get_you",25,0.574257
"gonna_get_you",26,0.695906
"gonna_get_you",27,0.592784
"gonna_get_you",28,0.775126
"gonna_get_you",29,0.686869
"gonna_get_you",30,0.783784
"good",16,0.0845511
"good",17,0.127737
"good",18,0.184035
"good",19,0.252976
"good",20,0.288809
"good",21,0.294686
"good",22,0.427136
"good",23,0.448669
"good",24,0.557726
"good",25,0.639344
"good",26,0.736842
"good",27,0.687179
"good",28,0.830402
"good",29,0.787879
"good",30,0.878378
"goose",16,0.039666
"goose",17,0.0729927
"goose",18,0.0776053
"goose",19,0.169643
"goose",20,0.176259
"goose",21,0.178744
"goose",22,0.276382
"goose",23,0.342205
"goose",24,0.359855
"goose",25,0.42623
"goose",26,0.488235
"goose",27,0.471795
"goose",28,0.648241
"goose",29,0.454545
"goose",30,0.601351
"gotta",16,0.00208768
"gotta",17,0.0109489
"gotta",18,0.0110865
"gotta",19,0.0238095
"gotta",20,0.032491
"gotta",21,0.0386473
"gotta",22,0.100503
"gotta",23,0.144487
"gotta",24,0.115732
"gotta",25,0.161716
"gotta",26,0.28655
"gotta",27,0.283505
"gotta",28,0.36809
"gotta",29,0.39899
"gotta",30,0.435811
"grandma",16,0.411273
"grandma",17,0.437956
"grandma",18,0.578714
"grandma",19,0.658754
"grandma",20,0.694245
"grandma",21,0.7343
"grandma",22,0.819095
"grandma",23,0.863118
"grandma",24,0.861702
"grandma",25,0.905844
"grandma",26,0.94152
"grandma",27,0.907692
"grandma",28,0.962312
"grandma",29,0.939394
"grandma",30,0.976351
"grandpa",16,0.34238
"grandpa",17,0.390511
"grandpa",18,0.543237
"grandpa",19,0.581602
"grandpa",20,0.600719
"grandpa",21,0.661836
"grandpa",22,0.758794
"grandpa",23,0.787072
"grandpa",24,0.800712
"grandpa",25,0.866883
"grandpa",26,0.871345
"grandpa",27,0.851282
"grandpa",28,0.925879
"grandpa",29,0.89899
"grandpa",30,0.935811
"grapes",16,0.0876827
"grapes",17,0.153285
"grapes",18,0.283814
"grapes",19,0.372024
"grapes",20,0.407942
"grapes",21,0.439614
"grapes",22,0.58794
"grapes",23,0.623574
"grapes",24,0.688496
"grapes",25,0.747541
"grapes",26,0.794118
"grapes",27,0.825641
"grapes",28,0.90201
"grapes",29,0.858586
"grapes",30,0.952703
"grass",16,0.0563674
"grass",17,0.0948905
"grass",18,0.181818
"grass",19,0.270833
"grass",20,0.26259
"grass",21,0.362319
"grass",22,0.477387
"grass",23,0.528517
"grass",24,0.593583
"grass",25,0.714754
"grass",26,0.725146
"grass",27,0.707692
"grass",28,0.866834
"grass",29,0.772727
"grass",30,0.922297
"green",16,0.0386221
"green",17,0.0729927
"green",18,0.152993
"green",19,0.21131
"green",20,0.233813
"green",21,0.275362
"green",22,0.41206
"green",23,0.475285
"green",24,0.522282
"green",25,0.598039
"green",26,0.608187
"green",27,0.625641
"green",28,0.820352
"green",29,0.757576
"green",30,0.888514
"green_beans",16,0.0344468
"green_beans",17,0.0437956
"green_beans",18,0.104213
"green_beans",19,0.113095
"green_beans",20,0.148014
"green_beans",21,0.183575
"green_beans",22,0.231156
"green_beans",23,0.304183
"green_beans",24,0.362162
"green_beans",25,0.419672
"green_beans",26,0.426901
"green_beans",27,0.420513
"green_beans",28,0.594221
"green_beans",29,0.494949
"green_beans",30,0.682432
"grrr",16,0.538622
"grrr",17,0.565693
"grrr",18,0.627494
"grrr",19,0.661721
"grrr",20,0.661871
"grrr",21,0.63285
"grrr",22,0.748744
"grrr",23,0.798479
"grrr",24,0.840787
"grrr",25,0.800654
"grrr",26,0.859649
"grrr",27,0.810256
"grrr",28,0.938442
"grrr",29,0.833333
"grrr",30,0.891892
"gum",16,0.0135699
"gum",17,0.0437956
"gum",18,0.0776053
"gum",19,0.154762
"gum",20,0.126354
"gum",21,0.15942
"gum",22,0.316583
"gum",23,0.30038
"gum",24,0.348921
"gum",25,0.450658
"gum",26,0.564706
"gum",27,0.541237
"gum",28,0.609296
"gum",29,0.631313
"gum",30,0.692568
"hafta",16,0.00521921
"hafta",17,0.00364964
"hafta",18,0.0133038
"hafta",19,0.0297619
"hafta",20,0.0469314
